,TotalEmployees,TotalEmployeesIndia,Rating,UrlName,CompanyType,Name,CompanyReviewsLive,CompanySalaries,InterviewExperiencesLive,Age,ShortName,Logo,HQCountry,headquaters,CompanyJobsLive,HQUrlName,CompanyId,location_count,industry_string,Subscribed
8267,201-500,,3.0,ntt-data-fa-insurance-systems,Private,NTT DATA FA Insurance Systems,56,313,1,41,NTT DATA FA Insurance Systems,ntt-data-fa-insurance-systems,Singapore,Singapore,0,,4106,4,Software Product,0
8268,201-500,201-500,3.86,arshiya-international,Public,Arshiya International,56,258,2,41,Arshiya International,arshiya-international,India,"Mumbai,Maharashtra",0,mumbai,4182,5,Courier / Logistics,0
8269,10001-50000,,4.31,pearson,Private,Pearson,56,263,1,178,Pearson,pearson,United Kingdom,London,8,,4552,10,"Internet,Education / Training",0
8270,1001-5000,,4.12,oberthur-technologies,Private,Oberthur Technologies,56,95,0,38,Oberthur Technologies,oberthur-technologies,France,Rennes,0,,9612,4,Law Enforcement / Security Services,0
8271,201-500,51-200,4.2,edupristine,Private,EduPristine,56,191,1,15,EduPristine,edupristine-9864,India,"Delhi,NCT",7,,9864,5,"Internet,Education / Training,e-Learning / EdTech",0
8272,1001-5000,201-500,4.34,element14,Private,Element14,56,386,2,15,Element14,element14,Singapore,"Singapore,Singapore",0,,10404,5,"Manufacturing,Electronics,Electronic Components / Semiconductors",0
8273,201-500,201-500,4.05,ican-bpo,Private,Ican BPO,56,220,2,13,Ican BPO,ican-bpo,India,Thane,0,thane,17711,2,"BPO/KPO,BPO / Call Centre",0
8274,501-1000,51-200,4.22,ssp,Private,SSP,56,339,0,20,SSP India,ssp,UK,Halifax,4,,16406,7,"IT Services & Consulting,Software Product",0
8275,201-500,51-200,4.17,kangaroo-kids-education,Public,Kangaroo Kids Education,56,185,0,29,Kangaroo Kids Education,kangaroo-kids-education,India,Mumbai,0,mumbai,24536,13,Education / Training,0
8276,1001-5000,11-50,4.15,gemini-communication,Public,Gemini Communication,56,132,0,27,Gemini Communication,gemini-communication,United States,"New York City,New York",4,,4642,18,"Internet,IT Services & Consulting",0
8277,201-500,51-200,3.75,vaaan-infra,Private,VaaaN Infra,56,240,0,11,VaaaN Infra,vaaan-infra,India,"Faridabad,Haryana",0,,22670,7,"Internet,Urban Transport,Engineering & Construction",0
8278,201-500,201-500,4.14,funskool-india,Private,Funskool India,56,346,2,34,Funskool India,funskool-india,India,Chennai,0,chennai,22684,9,"Consumer goods,Manufacturing,Miscellaneous",0
8279,201-500,201-500,3.98,medsource-ozone-biomedicals,Private,Medsource Ozone Biomedicals,56,228,3,19,Medsource Ozone Biomedicals,medsource-ozone-biomedicals,India,"Faridabad,Haryana",1,faridabad,23400,15,"Biotech & Life sciences,Pharmaceutical & Life Sciences",0
8280,501-1000,201-500,3.21,bevcon-wayors,Private,Bevcon Wayors,56,138,0,31,Bevcon Wayors,bevcon-wayors,India,Hyderabad,0,hyderabad,23732,1,"Industrial Equipment / Machinery,Manufacturing",0
8281,501-1000,,3.39,sabyasachi-couture,Private,Sabyasachi Couture,56,276,1,16,Sabyasachi Couture,,India,"Kolkata,West Bengal",0,kolkata,24004,1,"Consumer goods,Manufacturing,Textile & Apparel",0
8282,51-200,51-200,2.75,kovair-software,Private,Kovair Software,56,92,0,22,Kovair Software,kovair-software,United States (USA),"San Ramon,California",8,,32509,0,"Banking / Insurance / Accounting,Software Product",0
8283,501-1000,501-1000,3.95,indian-register-of-shipping,Private,Indian Register of Shipping,56,313,6,47,Indian Register of Shipping,indian-register-of-shipping,India,"Mumbai,Maharashtra",25,mumbai,2598,11,"Financial Services,Ports & Shipping",0
8284,51-200,51-200,4.45,finoit-technologies,Private,Finoit Technologies,56,186,2,12,Finoit Technologies,finoit-technologies,United States Of America,"Irving,Texas",50,,201096,0,IT Services & Consulting,0
8285,1001-5000,51-200,3.93,aditya-auto-products-and-engineering,Private,Aditya Auto Products & Engineering,56,428,3,26,Aditya Auto Products & Engineering,aditya-auto-products-and-engineering,India,Bengaluru,0,bengaluru,21247,7,"Automobile,Engineering & Construction,Auto Components",0
8286,51-200,201-500,4.0,gopalan-enterprises,Private,Gopalan Enterprises,56,320,2,38,Gopalan Enterprises,gopalan-enterprises,India,"Bangalore/Bengaluru,Karnataka",5,bengaluru,29991,0,"Real Estate,Engineering & Construction",0
8287,201-500,201-500,4.6,seedworks-international,Private,SeedWorks International,56,215,3,24,SeedWorks International,seedworks-international,India,"Hyderabad,Telangana",0,,31163,18,"Agriculture / Forestry / Fishing,Financial Services,Internet",0
8288,,,3.47,universal-construction-machinery-and-equipment,Public,universal construction machinery and equipment,56,171,0,48,Universal Construction Machinery And Equipment,universal-construction-machinery-and-equipment,India,Pune,0,pune,8644,9,Industrial Equipment / Machinery,0
8289,,501-1000,4.37,transperfect,,TransPerfect,56,420,3,30,TransPerfect,transperfect,United States (USA),"New York,New York",30,,165132,0,"Consulting,Hardware & Networking",0
8290,,201-500,4.52,alufit-india,,Alufit India,56,253,1,38,Alufit India,alufit-india,India,Bengaluru,0,bengaluru,167892,6,"Architecture / Interior Design,Engineering & Construction",0
8291,5001-10000,201-500,4.53,primetals-technologies,Private,Primetals Technologies,56,258,1,7,Primetals Technologies,primetals-technologies,United Kingdom,London,0,,169157,3,"Financial Services,Industrial Equipment / Machinery",0
8292,201-500,501-1000,3.33,srijan-realty,,Srijan Realty,56,325,7,19,Srijan Realty,srijan-realty,India,Kolkata,0,kolkata,195319,0,"Financial Services,Real Estate",0
8293,201-500,,3.2,timespro,LLP,TimesPro,56,255,1,6,TimesPro,timespro,India,"Gurgaon/Gurugram,Haryana",16,gurgaon,200365,16,Education / Training,0
8294,51-200,,2.98,sapphire-international-school,Private,Sapphire International School,56,183,0,19,Sapphire International School,sapphire-international-school,India,Noida,0,noida,210986,9,Education / Training,0
8295,201-500,201-500,4.03,ford-technology-services-india,Private,Ford Technology Services India,56,478,0,27,Ford Technology Services India,ford-technology-services-india,United States (USA),"Dearborn,Michigan",0,,153655,2,"Automobile,Financial Services",0
8296,5001-10000,201-500,3.4,fev,Private,FEV,56,459,2,44,FEV,fev,Germany,Aachen,0,,160733,2,"Industrial Equipment / Machinery,Urban Transport,Auto Components",0
8297,#N/A,51-200,4.35,sarvotham-care,870384,Sarvotham Care,56,174,4,26,Sarvotham Care,sarvotham-care,India,"Hyderabad/Secunderabad,Telangana",0,hyderabad,193727,2,"Financial Services,Pharmaceutical & Life Sciences",0
8298,1001-5000,,3.69,vps-rockland,Private,VPS Rockland,56,92,0,20,VPS Rockland,vps-rockland,India,New Delhi,0,new-delhi,202055,1,"Healthcare / Pharma,Medical Services / Hospital",0
8299,,,4.2,saudi-airlines-catering,,Saudi Airlines Catering,56,53,1,41,Saudi Airlines Catering,saudi-airlines-catering,SaudiArabia,Jeddah,0,,202366,8,Aviation,0
8300,10001-50000,,3.99,blg-logistics,Private,BLG Logistics,56,80,0,145,BLG Logistics,blg-logistics,Germany,Bremen,0,,177373,4,Courier / Logistics,0
8301,51-200,201-500,4.05,sietz-technologies,Private,Sietz Technologies,56,253,1,25,Sietz Technologies,sietz-technologies,India,Faridabad,0,faridabad,198212,2,Auto Components,0
8302,501-1000,51-200,3.95,idexcel-technologies,Private,Idexcel Technologies,56,500,2,24,Idexcel Technologies,idexcel,United States (USA),"Herndon,Virginia",31,,208793,3,IT Services & Consulting,0
8303,1001-5000,501-1000,4.15,mahatma-gandhi-medical-college-and-hospital,,Mahatma Gandhi Medical College & Hospital,56,215,2,22,Mahatma Gandhi Medical College & Hospital,mahatma-gandhi-medical-college-and-hospital,India,Jaipur,0,jaipur,209007,8,"Healthcare / Pharma,Education / Training,Medical Services / Hospital",0
8304,201-500,51-200,4.28,tantia-constructions,Public,Tantia Constructions,56,115,1,58,Tantia Constructions,tantia-constructions,India,"Kolkata,West Bengal",0,kolkata,3285,5,Engineering & Construction,0
8305,51-200,201-500,3.55,zieta-technologies,Private,Zieta Technologies,56,303,1,21,Zieta Technologies,zieta-technologies,United States,"Atlanta,Georgia",2,,5386,4,IT Services & Consulting,0
8306,201-500,1001-5000,3.91,rain-cii-carbon-vizag,Private,RAIN CII CARBON VIZAG LTD,56,216,4,24,Rain Cii Carbon Vizag,rain-cii-carbon-vizag,India,Visakhapatnam,0,visakhapatnam,323272,2,Chemicals,0
8307,501-1000,201-500,3.86,hemani-industries,Public,Hemani Industries Limited,56,338,2,30,Hemani Industries,hemani-industries,India,Mumbai,0,mumbai,323286,4,Fertilizers / Pesticides / Agro chemicals,0
8308,201-500,51-200,4.25,emmenner-pharma,,Emmenner Pharma,56,247,2,17,Emmennar Pharma,emmenner-pharma,India,Hyderabad,0,hyderabad,324016,5,"Healthcare / Pharma,Pharmaceutical & Life Sciences",0
8309,,51-200,3.58,floating-numbers-digital-solutions,Private,Floating Numbers Digital Solutions,56,96,3,4,Floating Numbers Digital Solutions,floating-numbers-digital-solutions,India,"Kolkata,West Bengal",13,kolkata,790897,1,"BPO / Call Centre,IT Services & Consulting",0
8310,,,4.31,tdsg-lithium-ion-battery-gujarat,,TDSG LITHIUM-ION BATTERY GUJARAT,56,246,13,3,TDSG LITHIUM-ION BATTERY GUJARAT,,India,"Ahmedabad,Gujarat",0,,806993,4,,0
8311,201-500,51-200,2.8200000000000003,web-spiders,Private,Web Spiders,56,222,1,22,Web Spiders,web-spiders,United States (USA),New York,13,,12532,3,IT Services & Consulting,0
8312,,,4.84,vivekananda-college-of-nursing,,Vivekananda College of Nursing,56,11,1,0,Vivekananda College of Nursing,vivekananda-college-of-nursing,,,0,,571942,7,Education / Training,0
8313,,501-1000,3.41,vasta-bio-informatics,,VASTA BIO-INFORMATICS,56,456,8,0,VASTA BIO-INFORMATICS,,US,New York,11,,613336,4,Clinical Research / Contract Research,0
8314,5001-10000,1001-5000,4.12,forbes-facility-services,Private,Forbes Facility Services,56,295,2,16,Forbes Facility Services,forbes-facility-services,India,"Mumbai,Maharashtra",15,mumbai,189348,11,"Food Processing,Manufacturing,Facility Management Services",0
8315,201-500,201-500,3.22,schiller-healthcare-india-pvt,Private,Schiller Healthcare India Pvt.,56,242,2,25,Schiller Healthcare India,schiller-healthcare,India,"Mumbai,Maharashtra",6,mumbai,23891,16,"Manufacturing,Medical Devices & Equipment",0
8316,11-50,,3.62,twego-tourism-services,,TWEGO TOURISM SERVICES,56,18,0,4,TWEGO TOURISM SERVICES,twego-tourism-services,India,"Noida,Uttar Pradesh",0,noida,617176,3,Travel & Tourism,0
8317,,,4.85,cambridge-court-world-school,,Cambridge Court World School,56,26,0,0,	 Cambridge Court World School,,,,3,,534450,0,Education / Training,0
8318,51-200,1-10,3.32,telligent-a-verint-company,Private,Telligent (A Verint Company),56,452,3,18,Telligent (A Verint Company),telligent-a-verint-company,US,"Frisco,Texas",1,,541010,1,"IT Services & Consulting,Software Product",0
8319,1001-5000,201-500,4.08,healthium-medtech,Private,Healthium Medtech,56,495,5,30,Healthium Medtech ,healthium-medtech,India,"Bangalore/Bengaluru,Karnataka",3,bengaluru,507443,8,Medical Devices & Equipment,0
8320,,,3.79,birla-cellulose-grasim-industries-pulp-and-fibre,,Birla Cellulose Grasim Industries Pulp and Fibre,56,215,0,0,Birla Cellulose,birla-cellulose-grasim-industries-pulp-and-fibre,,,0,,473075,8,Pulp & Paper,0
8321,201-500,201-500,3.54,highbar-technocrat,Private,highbar technocrat,56,461,4,12,Highbar Technocrat,highbar-technocrat,India,"Mumbai,Maharashtra",38,mumbai,282484,1,IT Services & Consulting,0
8322,1001-5000,51-200,3.92,cambridge-university-press,Private,Cambridge University Press,56,256,0,488,Cambridge University Press,cambridge-university-press,UnitedKingdom,Cambridge,7,,21775,10,"Media & Entertainment / Publishing,Printing & Publishing",0
8323,201-500,201-500,3.83,replicon-software,Private,Replicon Software,56,586,6,26,Replicon,replicon,United States (USA),"Redwood City,California",159,,213076,0,Software Product,0
8324,51-200,501-1000,4.18,extentia-information-technology,Private,Extentia Information Technology,56,622,1,24,Extentia Information Technology,extentia-information-technology,India,"Pune,Maharashtra",24,pune,213310,0,IT Services & Consulting,0
8325,,51-200,4.53,smec-automation,Private,SMEC Automation,93,210,1,21,SMEC Automation,smec-automation,India,Cochin,5,kochi,24142,11,Industrial Automation,0
8326,10001-50000,201-500,4.26,kerry-ingredients,Public,Kerry Ingredients,59,285,1,50,Kerry Ingredients,,Ireland,Tralee,0,,246313,7,Food Processing,0
8327,501-1000,,3.32,mba-consulting,Private,M.B.A Consulting India Pvt. Ltd.,55,221,3,9,M.B.A Consulting India,mba-consulting,India,Noida,0,noida,312455,3,Financial Services,0
8328,201-500,51-200,3.98,tresor-systems,Private,TRESOR SYSTEMS PVT. LTD,55,266,2,13,Tresor Systems,tresor-systems,India,New Delhi,0,new-delhi,316726,10,Retail,0
8329,501-1000,,4.05,apollo-life,Private,Apollo Life,55,339,1,14,Apollo Life,apollo-life,India,"Hyderabad/Secunderabad,Telangana",0,hyderabad,301827,10,Medical Services / Hospital,0
8330,1001-5000,,4.28,government-of-haryana,Private,Government of Haryana,55,158,0,56,Government of Haryana,government-of-haryana,India,Chandigarh,0,chandigarh,8396,16,"Financial Services,Government / Public Administration",0
8331,10001-50000,1001-5000,4.62,linkedin,Private,Linkedin,55,808,46,19,Linkedin,linkedin,United States,"Sunnyvale,California",0,,113,2,"Internet,Real Estate,Engineering & Construction",0
8332,501-1000,,3.7800000000000002,abir-infrastructure,Private,Abir Infrastructure,55,127,0,17,Abir Infrastructure,abir-infrastructure,India,New Delhi,0,new-delhi,10538,4,Engineering & Construction,0
8333,5001-10000,1001-5000,3.44,tulip-telecom,Public,Tulip Telecom,55,104,0,30,Tulip Telecom,tulip-telecom,India,"Delhi/NCR,New Delhi",0,,12230,17,"Telecom / ISP,Hardware & Networking,Software Product",0
8334,201-500,51-200,3.65,new-saraswati-house,,New Saraswati House,55,208,1,72,New Saraswati House,new-saraswati-house,India,New Delhi,0,new-delhi,260439,17,"Education / Training,Printing & Publishing",0
8335,501-1000,201-500,3.4,assam-down-town-university,Private,Assam down town University,55,143,0,12,Assam down town University,assam-down-town-university,India,"Guwahati,Assam",0,guwahati,220210,0,Education / Training,0
8336,50001-100000,,4.46,bd,Private,BD,55,313,0,125,BD,bd,United States (USA),"Franklin Lakes,New Jersey",1,,4657,10,"Healthcare / Pharma,Manufacturing,Medical Devices & Equipment",0
8337,201-500,51-200,3.8200000000000003,condor-footwear,Public,Condor Footwear,55,248,2,27,Condor Footwear,condor-footwear,India,"Surat,Gujarat",2,surat,28583,7,"Consumer goods,Manufacturing,Textile & Apparel",0
8338,11-50,,4.06,oxxy-healthcare,,OXXY HEALTHCARE,55,17,0,9,OXXY HEALTHCARE,oxxy-healthcare,India,"New Delhi,Delhi",0,new-delhi,201351,5,Medical Services / Hospital,0
8339,201-500,51-200,4.18,swarna-pragati-housing-microfinance,,Swarna Pragati Housing Microfinance,55,136,1,13,Swarna Pragati Housing Microfinance,swarna-pragati-housing-microfinance-200089,India,Nagpur,2,nagpur,200089,17,Financial Services,0
8340,51-200,51-200,3.95,captain-tractors,,Captain Tractors,55,184,3,28,Captain Tractors,captain-tractors,India,Rajkot,0,rajkot,209141,9,Automobile,0
8341,,51-200,4.52,consern-pharma,,Consern Pharma,55,102,0,26,Consern Pharma,consern-pharma,,Ludhiana,2,,193210,9,"Import & Export,Pharmaceutical & Life Sciences",0
8342,501-1000,,4.01,foodlink-services-india-pvt-dot-ltd-dot,Private,Foodlink Services India Pvt. Ltd.,55,206,0,24,Foodlink Services India,foodlink,India,"Mumbai,Maharashtra",0,mumbai,217460,6,Hotels & Restaurants,0
8343,201-500,51-200,3.65,new-saraswati-house,,New Saraswati House,55,208,1,72,New Saraswati House,new-saraswati-house,India,New Delhi,0,new-delhi,260439,17,"Education / Training,Printing & Publishing",0
8344,501-1000,,3.8200000000000003,rp-telebuy-skyshop,Private,Rp Telebuy Skyshop,55,144,0,16,Rp Telebuy Skyshop,rp-telebuy-skyshop,India,Chennai,0,chennai,246448,9,Advertising & Marketing,0
8345,,51-200,3.45,supportmart-technical-services,Private,Supportmart Technical Services,55,211,1,11,SupportMart,supportmart-technical-services,United States,New York,0,,246735,2,IT Services & Consulting,0
8346,201-500,51-200,3.49,chhaya-prakashani,Private,Chhaya Prakashani,55,128,2,37,Chhaya Prakashani,chhaya-prakashani,India,"Kolkata,West Bengal",0,kolkata,227373,4,Education / Training,0
8347,201-500,201-500,1.75,shotformats-digital-production,Private,Shotformats Digital Production,55,147,0,15,Shotformats Digital Production,shotformats-digital,India,"Mumbai,Maharashtra",8,,219948,6,"Internet,Film / Music / Entertainment",0
8348,201-500,51-200,3.42,oorja-technical-services,Private,Oorja Technical Services,55,269,6,18,Oorja Technical Services,oorja-technical-services,India,Indore,0,indore,228351,6,Electrical Equipment,0
8349,501-1000,1001-5000,4.12,gokul-agro-resources,Public,Gokul Agro Resources,55,340,3,8,Gokul Agro Resources,gokul-agro-resources,India,"Ahmedabad,Gujarat",1,ahmedabad,228394,3,Oil & Gas,0
8350,501-1000,51-200,4.1,bss-microfinance,,Bss Microfinance,55,258,3,23,Bss Microfinance,bss-microfinance,India,Bengaluru,0,bengaluru,228689,20,Financial Services,0
8351,,,4.05,lanco-solar-energy-pvt-dot-ltd,Private,Lanco Solar Energy Pvt. Ltd,55,165,3,0,Lanco Solar Energy,lanco-solar-energy-pvt-dot-ltd,India,Hyderabad,0,hyderabad,280581,9,Power,0
8352,201-500,51-200,3.84,tii-india,,TII India,55,192,1,6,TII India,tii-india,India,Bawal,1,bawal,280610,6,Industrial Equipment / Machinery,0
8353,1001-5000,51-200,3.1,domex-e-data-pvt-dot-ltd,,Domex E-data Pvt. Ltd,55,193,1,21,Domex E-data,domex-e-data-pvt-dot-ltd,India,Bengaluru,0,bengaluru,280695,0,Software Product,0
8354,11-50,201-500,3.81,besmak-components,,besmak components private limited,55,296,1,28,Besmak Components,besmak-components,India,Kanchipuram,1,kancheepuram,291159,5,Auto Components,0
8355,51-200,1001-5000,4.25,vardhman-acrylics,Public,vardhman acrylics ltd,55,270,1,32,Vardhman Acrylics,vardhman-acrylics,India,"Bharuch,Gujarat",0,bharuch,291200,5,Textile & Apparel,0
8356,501-1000,51-200,3.56,gopaldas-visram-pvtltd,,gopaldas visram pvt.ltd,55,274,2,77,Gopaldas Visram Pvt.ltd,gopaldas-visram-pvtltd,India,Mumbai,0,mumbai,291285,1,Pharmaceutical & Life Sciences,0
8357,501-1000,501-1000,3.86,dedicated-freight-corridor-corporation-of-india,Public,dedicated freight corridor corporation of india,55,277,1,16,Dedicated Freight Corridor Corporation Of India,dedicated-freight-corridor-corporation-of-india,India,New Delhi,0,new-delhi,291367,18,"Courier / Logistics,Government / Public Administration",0
8358,501-1000,501-1000,4.6,empire-spices-and-foods,Private,empire spices & foods ltd,55,206,0,28,Empire Spices & Foods,empire-spices-and-foods,India,"Nasik/Nashik,Maharashtra",0,nashik,291714,7,"FMCG,Food Processing",0
8359,501-1000,201-500,3.92,automag-india,Private,automag india pvt ltd pune,55,222,0,37,Automag India Pvt Ltd Pune,automag-india,India,Pune,0,pune,291804,4,Industrial Equipment / Machinery,0
8360,51-200,51-200,4.57,matrix-media-solutions,Private,matrix media solutions pvt. ltd,55,135,0,19,Matrix Media Solutions,matrix-media-solutions,India,"Kolkata,West Bengal",2,kolkata,292078,1,"Media & Entertainment / Publishing,IT Services & Consulting",0
8361,1001-5000,51-200,3.44,scott-edil-pharmacia,Public,scott edil pharmacia ltd,55,259,2,26,Scott Edil Pharmacia,scott-edil-pharmacia,India,Chandigarh,0,chandigarh,293151,1,Pharmaceutical & Life Sciences,0
8362,201-500,51-200,3.41,idemitsu-lube-india,,idemitsu lube india pvt.  ltd,55,261,1,16,Idemitsu Lube India Pvt. ,idemitsu-lube-india,India,New Delhi,0,new-delhi,293173,15,Oil & Gas,0
8363,#N/A,501-1000,4.18,music-broadcast-pvt-dot-ltd,Public,Music Broadcast Pvt. Ltd,55,210,0,23,Music Broadcast,music-broadcast-pvt-dot-ltd,India,"Mumbai,Maharashtra",0,mumbai,279653,22,TV / Radio,0
8364,1001-5000,51-200,4.38,sankei-giken,,Sankei Giken,55,226,2,74,Sankei Giken,sankei,Japan,Tokyo,0,,260988,0,Auto Components,0
8365,1001-5000,501-1000,4.32,unison-pharmaceuticals,,unison pharmaceuticals,55,495,2,41,Unison Pharmaceuticals,unison-pharmaceuticals,India,Ahmedabad,3,ahmedabad,282539,1,Pharmaceutical & Life Sciences,0
8366,10001-50000,1001-5000,4.62,linkedin,Private,Linkedin,55,808,46,19,Linkedin,linkedin,United States,"Sunnyvale,California",0,,113,2,"Internet,Real Estate,Engineering & Construction",0
8367,,51-200,4.17,skymap-pharmaceuticals,,SKYMAP PHARMACEUTICALS,55,264,0,15,SKYMAP PHARMACEUTICALS,skymap-pharmaceuticals,India,Faridabad,0,faridabad,203986,2,"Healthcare / Pharma,Pharmaceutical & Life Sciences",0
8368,1001-5000,201-500,4.34,utkal-automobiles,,Utkal Automobiles,55,207,0,67,Utkal Automobiles,utkal-automobiles,India,Bhubaneswar,0,bhubaneswar,196444,5,"Automobile,Industrial Equipment / Machinery,Urban Transport",0
8369,1001-5000,,3.74,aargee-staffing-services-private-limited,Private,AARGEE STAFFING SERVICES PRIVATE LIMITED,55,217,2,20,AARGEE STAFFING SERVICES,aargee-staffing-services-private-limited,India,Chennai,0,chennai,189177,11,Recruitment / Staffing,0
8370,201-500,201-500,3.32,anchor-offshore-services-limited,,Anchor Offshore Services Limited,55,183,1,39,Anchor Offshore Services,anchor-offshore-services-limited,India,Mumbai,0,mumbai,189181,8,"Engineering & Construction,Oil & Gas",0
8371,201-500,201-500,3.8200000000000003,amtech-electronics,Private,Amtech Electronics,55,166,4,35,Amtech Electronics,amtech-electronics,India,Gandhinagar,8,gandhinagar,17703,4,"Manufacturing,Electronics,Electronics Manufacturing",0
8372,201-500,201-500,3.2,sheth-developers,Private,Sheth Developers,55,308,0,36,Sheth Developers,sheth-developers,India,"Mumbai,Maharashtra",0,mumbai,167734,4,"Real Estate,Urban Transport",0
8373,201-500,51-200,3.61,rockwool,Private,ROCKWOOL,55,236,1,35,ROCKWOOL,rockwool,India,Hyderabad,0,hyderabad,169298,3,"Building Material,Manufacturing",0
8374,51-200,201-500,4.0,omnex,Private,Omnex,55,320,1,26,Omnex,omnex,United States (USA),"Ann Arbor,Michigan",4,,169766,5,"Financial Services,Management Consulting",0
8375,201-500,51-200,3.35,comnet-solutions,Private,Comnet Solutions,55,294,0,28,Comnet Solutions,comnet-solutions,India,"Delhi/NCR,Delhi",2,delhi-ncr,23176,10,"Telecom / ISP,Hardware & Networking,Software Product",0
8376,1001-5000,201-500,3.27,groz-beckert-asia,Private,Groz - Beckert Asia,55,178,1,170,Groz - Beckert Asia,groz-beckert,Germany,Albstadt,0,,23248,3,"Manufacturing,Textile & Apparel",0
8377,501-1000,51-200,3.8,stratosphere-it-services,Private,Stratosphere IT Services,55,461,2,10,Stratosphere IT Services,stratosphere-it-services,India,"Noida,Uttar Pradesh",2,noida,171844,8,"Financial Services,IT Services & Consulting",0
8378,201-500,,3.21,advids-dot-co,Private,advids.co,55,171,5,13,Advids.co,advids-dot-co,United States,Palo Alto,339,,172171,6,Advertising & Marketing,0
8379,501-1000,51-200,4.92,bugraptors,Private,BugRaptors,55,3,0,6,BugRaptors,bugraptors,United States (USA),"Emeryville,California",0,,193994,1,"Financial Services,IT Services & Consulting",0
8380,201-500,51-200,4.22,imperia-structures,Private,Imperia Structures,55,190,0,37,Imperia Structures,imperia-structures,India,"Delhi/NCR,Delhi",1,delhi-ncr,194395,8,"Real Estate,Engineering & Construction",0
8381,201-500,,4.37,metahelix-life-sciences,,Metahelix Life Sciences,55,98,0,22,Metahelix Life Sciences,metahelix-life-sciences,India,Bengaluru,0,bengaluru,194902,23,Biotechnology,0
8382,201-500,201-500,3.75,zivame-dot-com,Private,Zivame.com,55,297,1,11,Zivame.com,zivame-dot-com-208105,India,"Bangalore,Karnataka",14,,208105,7,"Internet,Textile & Apparel",0
8383,5001-10000,1001-5000,4.54,ge-money,Public,GE Money,55,188,0,90,GE Money,ge-money,United States,Norwalk,0,,248753,14,Financial Services,0
8384,51-200,201-500,3.8,stp,Private,STP,55,255,2,27,STP,stp,United Kingdom,Whiteley,64,,258269,12,"Advertising / PR / Events,Auto Components",0
8385,201-500,1001-5000,3.5700000000000003,sandip-foundation,1687554,Sandip Foundation,55,220,0,17,Sandip Foundation,sandip-foundation,India,"Nasik/Nashik,Maharashtra",3,nashik,259310,7,Education / Training,0
8386,201-500,51-200,3.69,chemspec-chemicals-pvt-dot-ltd-dot,Private,Chemspec Chemicals Pvt. Ltd.,55,292,0,44,Chemspec Chemicals,chemspec-chemicals-pvt-dot-ltd-dot,India,"Mumbai,Maharashtra",0,mumbai,259535,2,"Chemicals / Agri Inputs,Manufacturing,Chemicals",0
8387,5001-10000,1001-5000,3.7199999999999998,gupta-exim,Private,Gupta Exim,55,114,0,32,Gupta Exim,gupta-exim,India,Faridabad,0,faridabad,259558,0,"Manufacturing,Textile & Apparel",0
8388,201-500,51-200,3.25,meditrina-hospital,Private,Meditrina Hospital,55,215,0,13,Meditrina Hospital,meditrina-hospital,India,"Kollam,Kerala",23,,270301,10,Medical Services / Hospital,0
8389,1001-5000,201-500,3.95,vitech-systems-asia,Private,Vitech Systems Asia,55,677,3,19,Vitech Systems Asia,vitech-systems-asia,United States,"New York,NY",10,,262406,1,IT Services & Consulting,0
8390,501-1000,51-200,3.18,vestian-global-workplace-services,Private,Vestian Global Workplace Services,55,318,0,12,Vestian Global Workplace Services,vestian-global-workplace-services,United States,Chicago,1,,263040,4,Real Estate,0
8391,501-1000,201-500,3.4,assam-down-town-university,Private,Assam down town University,55,143,0,12,Assam down town University,assam-down-town-university,India,"Guwahati,Assam",0,guwahati,220210,0,Education / Training,0
8392,501-1000,51-200,4.17,bcits,Private,BCITS,55,312,2,23,BCITS,bcits,India,"Bangalore/Bengaluru,Karnataka",0,bengaluru,230778,16,IT Services & Consulting,0
8393,1001-5000,,4.4,qatar-petrochemical-company,,Qatar Petrochemical Company,55,165,5,48,Qatar Petrochemical Company,qatar-petrochemical-company,Qatar,Doha,0,,267572,3,Petrochemical / Plastics / Rubber,0
8394,#N/A,201-500,4.02,sal-steel-ltd-dot,Public,SAL STEEL LTD.,55,292,0,19,SAL STEEL,sal-steel-ltd-dot,India,"Gurgaon/Gurugram,Haryana",0,gurgaon,240131,1,"Manufacturing,Metals & Mining",0
8395,,51-200,3.7199999999999998,smartchem-technologies,Public,Smartchem Technologies,55,233,2,35,Smartchem Technologies,smartchem-technologies,India,Pune,0,pune,328364,13,Fertilizers / Pesticides / Agro chemicals,0
8396,1001-5000,,4.6,toni-and-guy,Private,TONI&GUY,55,224,1,59,TONI&GUY,toni-and-guy,United Kingdom,London,0,,328974,16,Beauty & Personal Care,0
8397,201-500,201-500,3.85,skylark-infra-engineering,Private,Skylark Infra Engineering,55,214,1,22,Skylark Infra Engineering,skylark-infra-engineering,India,Gurgaon,1,gurgaon,335415,9,Engineering & Construction,0
8398,501-1000,201-500,4.49,hes-infra,,HES Infra Pvt Ltd,55,206,0,15,HES Infra,hes-infra,India,Hyderabad,0,hyderabad,304555,6,Engineering & Construction,0
8399,51-200,,3.54,icat,Private,ICAT,55,228,3,18,ICAT,icat,India,"Chennai,Tamil Nadu",0,chennai,285116,4,Education / Training,0
8400,501-1000,501-1000,4.05,shalimar-group,Private,Shalimar Group,55,359,1,52,Shalimar Group,shalimar,India,Kolkata,0,kolkata,308890,14,"Real Estate,Engineering & Construction",0
